Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25365763,ज़िन्दगी आइस पाइस [Zindagi Aais Pais],Nikhil Sachan,"Sachan, Nikhil",,"=""9384419206""","=""9789384419202""",0,4.05,Hind Yugm,Paperback,144,2015,2015,,2019/01/26,to-read,to-read (#24),to-read,,,,0,0
33225114,Namak Swadanusar (Hindi),Nikhil Sachan,"Sachan, Nikhil",,"=""""","=""""",0,3.68,eHindYugm,Kindle Edition,186,2016,2013,,2019/01/26,to-read,to-read (#23),to-read,,,,0,0
23719305,How Emotions Are Made: The Secret Life of the Brain,Lisa Feldman Barrett,"Barrett, Lisa Feldman",,"=""0544133315""","=""9780544133310""",0,4.10,Houghton Mifflin Harcourt,Hardcover,425,2017,2017,,2019/01/26,to-read,to-read (#22),to-read,,,,0,0
573611,Evil: Inside Human Violence and Cruelty,Roy F. Baumeister,"Baumeister, Roy F.",,"=""0716735679""","=""9780716735670""",0,4.12,W. H. Freeman,Paperback,431,1999,1996,,2019/01/26,to-read,to-read (#21),to-read,,,,0,0
30659,Meditations,Marcus Aurelius,"Aurelius, Marcus",Martin Hammond,"=""0140449337""","=""9780140449334""",0,4.28,Penguin Books,Paperback,254,2006,180,,2019/01/26,to-read,to-read (#20),to-read,,,,0,0
944652,Poor Charlie's Almanack: The Wit and Wisdom of Charles T. Munger,Charles T. Munger,"Munger, Charles T.",Peter E. Kaufman,"=""157864366X""","=""9781578643660""",0,4.40,Donning Co Pub,Hardcover,512,2006,2005,,2019/01/26,to-read,to-read (#19),to-read,,,,0,0
19506,"The World as Will and Representation, Volume I",Arthur Schopenhauer,"Schopenhauer, Arthur",E.F.J. Payne,"=""0486217612""","=""9780486217611""",0,4.22,Dover Publications,Paperback,534,2000,1818,,2019/01/26,to-read,to-read (#18),to-read,,,,0,0
23525,"Norse Mythology: A Guide to Gods, Heroes, Rituals, and Beliefs",John Lindow,"Lindow, John",,"=""0195153820""","=""9780195153828""",0,4.11,Oxford University Press,Paperback,365,2002,2001,,2019/01/26,to-read,to-read (#17),to-read,,,,0,0
35839667,Done: The Secret Deals that are Changing Our World,Jacques Peretti,"Peretti, Jacques",,"=""1473646413""","=""9781473646414""",0,4.10,Hodder & Stoughton,Kindle Edition,611,2017,2017,,2019/01/26,to-read,to-read (#16),to-read,,,,0,0
35294963,Selfie: How the West Became Self-Obsessed,Will Storr,"Storr, Will",,"=""1447283678""","=""9781447283676""",0,3.92,Picador,Kindle Edition,416,2017,2017,,2019/01/26,to-read,to-read (#15),to-read,,,,0,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.99,Harcourt,Paperback,204,2002,1961,,2019/01/26,to-read,to-read (#14),to-read,,,,0,0
29501,"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,"Harris, Sam",,"=""0393327655""","=""9780393327656""",0,3.89,W. W. Norton,Paperback,348,2005,2004,,2019/01/26,to-read,to-read (#13),to-read,,,,0,0
11687399,Breaking India: Western Interventions In Dravidian And Dalit Faultlines,Rajiv Malhotra,"Malhotra, Rajiv",Aravindan Neelakandan,"=""8191067374""","=""9788191067378""",0,4.40,Wetland Liimited,Hardcover,640,2012,2011,,2019/01/26,to-read,to-read (#12),to-read,,,,0,0
13721709,The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,"Burkeman, Oliver",,"=""1429947608""","=""9781429947602""",0,4.04,"Farrar, Straus and Giroux",Kindle Edition,256,2012,2012,,2019/01/26,to-read,to-read (#11),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2019/01/26,to-read,to-read (#10),to-read,,,,0,0
30962055,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Adam Alter,"Alter, Adam",,"=""1594206643""","=""9781594206641""",0,3.85,Penguin Press,Hardcover,368,2017,2017,,2019/01/26,to-read,to-read (#9),to-read,,,,0,0
19568005,What the Buddha Taught: Revised and Expanded Edition with Texts from Suttas and Dhammapada,Walpola Rahula,"Rahula, Walpola",Paul Demiéville,"=""0802198104""","=""9780802198105""",0,4.18,Grove Press,Kindle Edition,317,2018,1959,,2019/01/26,to-read,to-read (#8),to-read,,,,0,0
209574,"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0767903692""","=""9780767903691""",0,4.33,Broadway Books,Paperback,294,1999,1998,,2019/01/26,to-read,to-read (#7),to-read,,,,0,0
3197743,Essays on the Gita,Sri Aurobindo,"Aurobindo, Sri",,"=""8170586127""","=""9788170586128""",0,4.57,Sri Aurobindo Ashram Publication Department,Paperback,595,2003,1922,,2019/01/26,to-read,to-read (#6),to-read,,,,0,0
642666,Concepts and Categories: Philosophical Essays,Isaiah Berlin,"Berlin, Isaiah","Bernard Williams, Henry Hardy","=""0691002347""","=""9780691002347""",0,3.90,Princeton University Press,Paperback,209,1999,1979,,2019/01/26,to-read,to-read (#5),to-read,,,,0,0
381440,The Society of the Spectacle,Guy Debord,"Debord, Guy",Donald Nicholson-Smith,"=""0942299795""","=""9780942299793""",0,4.03,Zone Books,Paperback,154,1995,1967,,2019/01/26,to-read,to-read (#4),to-read,,,,0,0
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,"Schwartz, Barry",,"=""0060005696""","=""9780060005696""",0,3.83,Harper Perennial,Paperback,265,2005,2004,,2019/01/26,to-read,to-read (#3),to-read,,,,0,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",0,3.96,Random House ,Hardcover,480,2007,2007,,2019/01/26,to-read,to-read (#2),to-read,,,,0,0
96884,The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom,Jonathan Haidt,"Haidt, Jonathan",,"=""0465028020""","=""9780465028023""",0,4.09,Basic Books,Paperback,297,2006,2006,,2019/01/24,to-read,to-read (#1),to-read,,,,0,0
